Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PMPOA4Z060,Poa annua,annual bluegrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA4Z0F1,Poa bulbosa ssp. vivipara,bulbous bluegrass,,SNA (2019),Exotic,GNRTNR,,,,,,
PMPOA4Z0K0,Poa compressa,Canada bluegrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA4Z380,Poa infirma,diploid annual bluegrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA4Z1S1,Poa nemoralis,Woods bluegrass,,SNA (2019),Exotic,G5TU (2006),,,,,,
PMPOA4Z211,Poa pratensis ssp. angustifolia,Kentucky bluegrass,,SNA (2000),Exotic,G5TNRQ,,,,,,
PMPOA4Z215,Poa pratensis ssp. irrigata,Kentucky bluegrass,,SNA (2000),Exotic,G5TU (2002),,,,,,
PMPOA4Z216,Poa pratensis ssp. pratensis,Kentucky bluegrass,,SNA (2001),Exotic,G5T5 (2018),,,,,,
PMPOA4Z450,Poa supina,supine bluegrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA4Z2H0,Poa trivialis,rough bluegrass,,SNA (2019),Exotic,GNR,,,,,,
ARACG02020,Podarcis muralis,Common Wall Lizard,,SNA (2018),Exotic,G5 (1999),,,,,,
IIHYM42020,Polistes dominula,,,SNA (2017),Exotic,GNR,,,,,,
PDCAR0N020,Polycarpon tetraphyllum ssp. tetraphyllum,four-leaved all-seed,,SNA (2019),Exotic,GNR,,,,,,
PDCHE0H010,Polycnemum arvense,crunch weed,,SNA (2019),Exotic,GNR (1994),,,,,,
ITUNI59010,Polydesmus angustus,,,SNA (2020),Exotic,GNR,,,,,,
ITUNI58030,Polydesmus inconstans,,,SNA (2020),Exotic,G4G5 (2006),,,,,,
IICOLQDD40,Polydrusus formosus,A Broad-nosed Weevil,,SNA (2017),Exotic,GNR,,,,,,
PDPGN0L060,Polygonum arenastrum,oval-leaved knotweed,,SNA (2001),Exotic,G5? (1994),,,,,,
PDPGN0L370,Polygonum aviculare,common knotweed,,SNA (2019),Exotic,G5 (2016),,,,,,
PDPGN0L374,Polygonum neglectum,narrow-leaved knotweed,,SNA,Exotic,G5TNR,,,,,,
PDPGN0L371,Polygonum rurivagum,narrow-leaved knotweed,,SNA,Exotic,G5TNR,,,,,,
PMPOA50030,Polypogon interruptus,ditch rabbit's-foot grass,,SNA (2019),Exotic,G5? (1984),,,,,,
PMPOA50050,Polypogon monspeliensis,rabbitfoot polypogon,,SNA (2019),Exotic,GNR,,,,,,
ITUNI17020,Polyxenus lagurus,,,SNA (2020),Exotic,GNR,,,,,,
AFCQB13020,Pomoxis nigromaculatus,Black Crappie,,SNA (2019),Exotic,G5 (2016),,,,,,
PDSAL01044,Populus deltoides ssp. deltoides,eastern cottonwood,,SNA (2001),Exotic,G5T5 (2016),,,,,,
PDSAL01045,Populus deltoides ssp. monilifera,eastern cottonwood,,SNA (2000),Exotic,G5T5 (2016),,,,,,
PDSAL01080,Populus nigra,black poplar,,SNA (2019),Exotic,G5 (1994),,,,,,
IICOLGB010,Porotachys bisulcatus,Ground Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDPOR06090,Portulaca oleracea,common purslane,,SNA (2019),Exotic,GU (2006),,,,,,
PMPOT03060,Potamogeton crispus,curled pondweed,,SNA (2019),Exotic,G5 (1984),,,,,,
IMGASY1010,Potamopyrgus antipodarum,New Zealand Mudsnail,,SNA (2015),Exotic,G5 (2005),,,,,,
PDROS1B030,Potentilla anglica,trailing cinquefoil,,SNA (2019),Exotic,G5 (1984),,,,,,
PDROS1B050,Potentilla argentea,silvery cinquefoil,,SNA (2019),Exotic,GNR,,,,,,
PDROS1B0Y0,Potentilla inclinata,ashy cinquefoil,,SNA (2019),Exotic,GNR,,,,,,
PDROS1B1K0,Potentilla recta,sulphur cinquefoil,,SNA (2019),Exotic,GNR,,,,,,
PDROS1B1L0,Potentilla reptans,creeping cinquefoil,,SNA,Exotic,GNR,,,,,,
PDROS1L041,Poterium sanguisorba var. polygamum,salad burnet,,SNA (2019),Exotic,G5TNR,,,,,,
IILEJ0Y010,Prays fraxinella,,,SNA (2017),Exotic,GNR,,,,,,
IIHOM8Z030,Prociphilus xylostei,,,SNA,Exotic,GNR,,,,,,
IICOLRZ4A0,Proteinus atomarius,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDLAM1M024,Prunella vulgaris ssp. vulgaris,self-heal,,SNA (2000),Exotic,G5TU (2006),,,,,,
PDROS1C050,Prunus armeniaca,apricot,,SNA (2019),Exotic,G5 (1994),,,,,,
PDROS1C060,Prunus avium,sweet cherry,,SNA (2019),Exotic,GNR,,,,,,
PDROS1C090,Prunus cerasifera,cherry plum,,SNA (2019),Exotic,GNR,,,,,,
PDROS1C0R0,Prunus laurocerasus,cherry-laurel,,SNA (2019),Exotic,GNR,,,,,,
PDROS1C0S0,Prunus lusitanica,Portugal laurel,,SNA (2019),Exotic,GNR,,,,,,
PDROS1C0U0,Prunus mahaleb,Mahaleb cherry,,SNA (2019),Exotic,G5 (1994),,,,,,
PDROS1C130,Prunus padus,European bird cherry,,SNA (2019),Exotic,GNR,,,,,,
PDROS1C1T2,Prunus serotina var. serotina,black cherry,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDROS1C190,Prunus spinosa,sloe,,SNA (2019),Exotic,G5 (1994),,,,,,
PDROS1C1C0,Prunus tomentosa,Nanking cherry,,SNA (2019),Exotic,GNR,,,,,,
PDROS1C1S0,Prunus x pugetensis,hybrid cherry,,SNA (2010),Exotic,GNA (2016),,,,,,
IIHEMS3070,Psallus haematodes,,,SNA,Exotic,GNR,,,,,,
PMPOA81010,Psathyrostachys juncea,Russian wildrye,,SNA (2019),Exotic,GNR,,,,,,
IINEUPS010,Psectra diptera,,,SNA (2016),Exotic,GNR,,,,,,
IICOLPG220,Pseudeurostus hilleri,A Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHOM41020,Pseudococcus affinis,,,SNA,Exotic,GNR,,,,,,
IIHOM41030,Pseudococcus comstocki,,,SNA,Exotic,GNR,,,,,,
NBMUS7Y040,Pseudocrossidium hornschuchianum,,,SNA (2015),Exotic,G3G5 (2013),,,,,,
PDAST440D0,Pseudognaphalium luteoalbum,Jersey cudweed,,SNA (2019),Exotic,GNR,,,,,,
IICOLRZT50,Pseudomedon obsoletus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
PMPOA52010,Pseudosasa japonica,arrow bamboo,,SNA (2019),Exotic,GNR,,,,,,
NBMUS61010,Pseudoscleropodium purum,,,SNA (2015),Exotic,G5? (1991),,,,,,
IMGASL3010,Pseudosuccinea columella,Mimic Lymnaea,,SNA (2015),Exotic,G5 (2011),,,,,,
NFAGA340U0,Psilocybe atrobrunnea,,,SNA (2021),Exotic,GNR,,,,,,
NFAGA34090,Psilocybe azurescens,,,SNA (2021),Exotic,GNR,,,,,,
NFAGA340C0,Psilocybe fimetaria,,,SNA (2021),Exotic,GNR,,,,,,
NFAGA34010,Psilocybe semilanceata,,,SNA (2021),Exotic,GNR,,,,,,
NFAGA31080,Psilocybe tuberifera,,,SNA (2021),Exotic,GNR,,,,,,
IILEF1K010,Psyche casta,,,SNA (2017),Exotic,GNR,,,,,,
IIHOM9E040,Psylla alni,,,SNA,Exotic,GNR,,,,,,
IIHOM4S0A0,Psylla buxi,,,SNA,Exotic,GNR,,,,,,
IIHOMW3020,Psyllopsis fraxini,,,SNA,Exotic,GNR,,,,,,
IIHOMW3030,Psyllopsis fraxinicola,,,SNA,Exotic,GNR,,,,,,
IICOLRK130,Ptenidium nitidum,A Featherwinged Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLRK150,Ptenidium pusillum,A Featherwinged Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHOM9F020,Pterocallis alni,,,SNA,Exotic,GNR,,,,,,
IIHOM3Q080,Pterocomma pilosum,,,SNA,Exotic,GNR,,,,,,
IIHOM3Q090,Pterocomma populeum,,,SNA,Exotic,GNR,,,,,,
IILEG75010,Pterolonche inspersa,,,SNA (2017),Exotic,GNR,,,,,,
IICOL6E350,Pterostichus melanarius,Ground Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOL6E730,Pterostichus strenuus,A Ground Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPG260,Ptinus bicinctus,A Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPG280,Ptinus fur,Whitemarked Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLTR250,Ptinus latro,A Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPG290,Ptinus raptor,Eastern Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPG490,Ptinus tectus,Australian Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPG300,Ptinus villiger,Hairy Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
PMPOA530A0,Puccinellia distans,weeping alkaligrass,,SNA (2019),Exotic,G5 (1994),,,,,,
PDROS1F020,Pyracantha coccinea,scarlet firethorn,,SNA (2019),Exotic,GNR,,,,,,
IILER6V010,Pyralis farinalis,,,SNA (2017),Exotic,GNR,,,,,,
IICOLV9020,Pyrrhalta viburni,Viburnum Leaf Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDROS1G010,Pyrus communis,common pear,,SNA (2019),Exotic,G5 (1994),,,,,,
PDROS1G040,Pyrus nivalis,snow pear,,SNA (2019),Exotic,GNR,,,,,,
IICOLB7340,Quedius curtipennis,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB7020,Quedius fulgidus,a beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB7040,Quedius mesomelinus,A Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDFAG051V0,Quercus robur,English oak,,SNA (2019),Exotic,GNR,,,,,,
IMGASL4010,Radix auricularia,Big-eared Radix,,SNA (2015),Exotic,G5 (1999),,,,,,
PDRAN0L030,Ranunculus acris,meadow buttercup,,SNA (2019),Exotic,G5 (1995),,,,,,
PDRAN0L0G0,Ranunculus bulbosus,bulbous buttercup,,SNA (2019),Exotic,GNR,,,,,,
PDRAN0L210,Ranunculus parviflorus,small-flowered buttercup,,SNA (2019),Exotic,GNR,,,,,,
PDRAN0L2B0,Ranunculus repens,creeping buttercup,,SNA (2019),Exotic,GNR,,,,,,
PDRAN0L2F0,Ranunculus sardous,hairy buttercup,,SNA (2019),Exotic,GNR,,,,,,
PDRAN0L2G2,Ranunculus sceleratus var. sceleratus,cursed buttercup,,SNA (2007),Exotic,G5T5 (2016),,,,,,
PDBRA24010,Raphanus raphanistrum,wild radish,,SNA (2019),Exotic,GNR,,,,,,
PDBRA24020,Raphanus sativus,garden radish,,SNA (2019),Exotic,GNR,,,,,,
AMAFF21020,Rattus norvegicus,Brown Rat,,SNA (2020),Exotic,G5 (2016),,,,,,
AMAFF21010,Rattus rattus,Roof Rat,,SNA (2020),Exotic,G5 (2016),,,,,,
IILEG4T040,Recurvaria nanella,,,SNA (2017),Exotic,GNR,,,,,,
PDRES02010,Reseda alba,white mignonette,,SNA (2019),Exotic,GNR,,,,,,
PDRES02020,Reseda lutea,yellow mignonette,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0L0U0,Reynoutria japonica var. japonica,Japanese knotweed,,SNA (2019),Exotic,GNRTNR,,,,,,
PDPGN0L230,Reynoutria sachalinensis,giant knotweed,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0L3A0,Reynoutria x bohemica,Bohemian knotweed,,SNA (2008),Exotic,GNA (2016),,,,,,
IICOLEA160,Rhagonycha fulva,A Soldier Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDASTD2010,Rhaponticum repens,Russian knapweed,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0N010,Rheum rhabarbarum,rhubarb,,SNA (2019),Exotic,GNR,,,,,,
IICOLL0010,Rhinocyllus conicus,A Beetle,,SNA (2019),Exotic,GNR,,,,,,
IICOLQD6A0,Rhinoncus castor,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD6C0,Rhinoncus pericarpius,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQDE60,Rhinusa antirrhini,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQDE70,Rhinusa linariae,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQDE80,Rhinusa neta,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQDE90,Rhinusa tetra,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
ILARAZQ010,Rhipicephalus sanguineus,,,SNA (2019),Exotic,GNR,,,,,,
IICOLW5060,Rhizophagus parallelocollis,A Rhizophagid Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLSX320,Rhopalapion longirostre,Hollyhock Weevil,,SNA (2017),Exotic,GNR,,,,,,
IIHOM9H020,Rhopalomyzus lonicerae,,,SNA,Exotic,GNR,,,,,,
IIHOM9J030,Rhopalosiphoninus hydrangeae,,,SNA,Exotic,GNR,,,,,,
IIHOM9J050,Rhopalosiphoninus staphyleae,,,SNA,Exotic,GNR,,,,,,
IIHOM3R010,Rhopalosiphum maidis,,,SNA,Exotic,GNR,,,,,,
IIHOM3R050,Rhopalosiphum nymphaeae,,,SNA,Exotic,GNR,,,,,,
IIHOM3R070,Rhopalosiphum padi,,,SNA,Exotic,GNR,,,,,,
IIHOM3R110,Rhopalosiphum rufiabdominale,,,SNA,Exotic,GNR,,,,,,
PDANA080F0,Rhus typhina,staghorn sumac,,SNA (2019),Exotic,G5 (2016),,,,,,
IILEM0K010,Rhyacionia buoliana,,,SNA (2017),Exotic,GNR,,,,,,
IIHOM2V010,Rhytidodus decimaquartus,,,SNA,Exotic,GNR,,,,,,
IICOLPX090,Rhyzobius lophanthae,A Lady Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPN170,Rhyzopertha dominica,Lesser Grain Borer,,SNA (2017),Exotic,GNR,,,,,,
IIHOM2W070,Ribautiana tenerrima,,,SNA,Exotic,GNR,,,,,,
IIHOM2W050,Ribautiana ulmi,,,SNA,Exotic,GNR,,,,,,
PDGRO02033,Ribes aureum var. villosum,golden currant,,SNA (2019),Exotic,G5T4T5 (2012),,,,,,
PDGRO021D0,Ribes rubrum,red currant,,SNA (2019),Exotic,G4G5 (1988),,,,,,
ILARA6Z010,Rilaena triangularis,a harvestman,,SNA (2019),Exotic,GNR,,,,,,
ILARAQ5100,Robertus lividus,Leaden Immaculate Cobweaver,,SNA (2016),Exotic,GNR,,,,,,
PDFAB3G042,Robinia hispida var. hispida,bristly locust,,SNA (2019),Exotic,G4T4 (1999),,,,,,
PDFAB3G080,Robinia pseudoacacia,black locust,,SNA (2019),Exotic,G5 (1983),,,,,,
IICOLQDF60,Romualdius bifoveolatus,A Broad-nosed Weevil,,SNA (2017),Exotic,GNR,,,,,,
PDBRA270N0,Rorippa sylvestris,creeping yellowcress,,SNA (2019),Exotic,G5 (1988),,,,,,
PDROS1J1Y0,Rosa canina,dog rose,,SNA (2019),Exotic,GNR,,,,,,
PDROS1J0P0,Rosa multiflora,Rambler rose,,SNA (2019),Exotic,GNR (1994),,,,,,
PDROS1J0C0,Rosa rubiginosa var. rubiginosa,sweetbrier,,SNA (2019),Exotic,GNR,,,,,,
PDROS1J100,Rosa rugosa,rugosa rose,,SNA (2019),Exotic,GNR,,,,,,
NBMUS1A290,Rosulabryum rubens,,,SNA,Exotic,G5 (1999),,,,,,
PDROS1K9J0,Rubus allegheniensis,Allegheny bramble,,SNA (2019),Exotic,G5 (2016),,,,,,
PDROS1K1Y0,Rubus armeniacus,Himalayan blackberry,,SNA (2019),Exotic,GNR,,,,,,
PDROS1K3R0,Rubus laciniatus,cutleaf evergreen blackberry,,SNA (2019),Exotic,GUQ (1994),,,,,,
PDROS1K5U0,Rubus phoenicolasius,Japanese wineberry,,SNA (2019),Exotic,G5 (1994),,,,,,
PDROS1K850,Rubus vestitus,European blackberry,,SNA (2019),Exotic,G5 (1994),,,,,,
PDAST85084,Rudbeckia hirta var. pulcherrima,black-eyed Susan,,SNA (2019),Exotic,G5T5 (2015),,,,,,
PDAST85096,Rudbeckia laciniata var. ampla,tall coneflower,,SNA (2019),Exotic,G5T3T5 (2002),,,,,,
IICOLEC060,Rugilus orbiculatus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDPGN0P250,Rumex acetosa,green sorrel,,SNA (2019),Exotic,G5 (2015),,,,,,
PDPGN0P020,Rumex acetosella,sheep sorrel,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0P183,Rumex californicus,California willow dock,,SNA (2019),Exotic,G5T3T5 (2004),,,,,,
PDPGN0P0C0,Rumex conglomeratus,clustered dock,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0P0E0,Rumex crispus,curled dock,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0P0S0,Rumex longifolius,long-leaved dock,,SNA (2019),Exotic,GNR (1994),,,,,,
PDPGN0P0W0,Rumex obtusifolius,bitter dock,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0P120,Rumex patientia,patience dock,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0P150,Rumex pseudonatronatus,field dock,,SNA (2021),Exotic,GNR (1994),,,,,,
PDPGN0P190,Rumex sanguineus,red-veined dock,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0P1D0,Rumex stenophyllus,narrow-leaved dock,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0P017,Rumex thyrsiflorus,garden sorrel,,SNA (2008),Exotic,G5TNR,,,,,,
PDCAR0P010,Sagina apetala,common pearlwort,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0P050,Sagina japonica,Japanese pearlwort,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0P090,Sagina procumbens,bird's-eye pearlwort,,SNA (2019),Exotic,G5 (2016),,,,,,
PDSAL02270,Salix pentandra,laurel willow,,SNA (2019),Exotic,GNR,,,,,,
PDSAL022F0,Salix purpurea,purple willow,,SNA (2019),Exotic,G5 (1994),,,,,,
PDSAL02330,Salix viminalis,basket willow,,SNA (2019),Exotic,GNR,,,,,,
PDSAL024I0,Salix x fragilis,hybrid white willow,,SNA (2001),Exotic,GNA (2015),,,,,,
PDSAL02490,Salix x sepulcralis,golden willow,,SNA (2013),Exotic,GNA (2016),,,,,,
AFCHA04060,Salmo salar,Atlantic Salmon,,SNA (2019),Exotic,G5 (2016),,,,,,
AFCHA04070,Salmo trutta,Brown Trout,,SNA (2019),Exotic,G5 (1996),,,,,,
PDCHE0K082,Salsola tragus,Russian thistle,,SNA (2019),Exotic,GNRTNR,,,,,,
ILARAC6010,Salticus scenicus,Zebra Jumper,,SNA,Exotic,GNR,,,,,,
AFCHA05030,Salvelinus fontinalis,Brook Trout,,SNA (2019),Exotic,G5 (2015),,,,,,
PDLAM1S150,Salvia nemorosa,wood sage,,SNA (2019),Exotic,GNR,,,,,,
PDLAM1S170,Salvia officinalis,common sage,,SNA (2019),Exotic,GNR,,,,,,
PDAPI1Z0S0,Sanicula europaea,sanicle,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0Q010,Saponaria ocymoides,rock soapwort,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0Q020,Saponaria officinalis,bouncing-bett,,SNA (2019),Exotic,GNR,,,,,,
PDSAX0U1W0,Saxifraga tridactylites,rue-leaved saxifrage,,SNA (2019),Exotic,GNR,,,,,,
PMPOA5A010,Schedonnardus paniculatus,tumblegrass,,SNA (2019),Exotic,G5 (1988),,,,,,
PMPOA3U070,Schedonorus arundinaceus,tall fescue,,SNA (2019),Exotic,GNR,,,,,,
PMPOA3U080,Schedonorus pratensis,meadow fescue,,SNA (2019),Exotic,G5 (1993),,,,,,
IIHOM9K050,Schizaphis palustris,,,SNA,Exotic,GNR,,,,,,
IIHOM9L040,Schizolachnus pineti,,,SNA,Exotic,GNR,,,,,,
PMCYP0Q1M0,Schoenoplectus triqueter,streambank clubrush,,SNA (2019),Exotic,GNR,,,,,,
IICOLQD4B0,Sciaphilus asperatus,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
PMLIL2G010,Scilla luciliae,Lucile's glory-of-the-snow,,SNA (2019),Exotic,GNR,,,,,,
PMCYP0Q050,Scirpus atrovirens,woolgrass bulrush,,SNA (2019),Exotic,G5 (2016),,,,,,
PMCYP0Q0Q0,Scirpus georgianus,Georgia bulrush,,SNA (2019),Exotic,G5 (1985),,,,,,
AMAFB07010,Sciurus carolinensis,Eastern Grey Squirrel,,SNA (2020),Exotic,G5 (2016),,,,,,
AMAFB07040,Sciurus niger,Eastern Fox Squirrel,,SNA (2020),Exotic,G5 (2016),NAR,,,,,
PDCAR0S011,Scleranthus annuus ssp. annuus,annual knawel,,SNA (2019),Exotic,GNRTNR,,,,,,
PMPOA5F010,Sclerochloa dura,hardgrass,,SNA (2019),Exotic,GNR,,,,,,
NBMUS6T030,Scleropodium julaceum,,,SNA (2021),Exotic,GU (2000),,,,,,
IICOL7F030,Scolytus multistriatus,European Elm Bark Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOL7F060,Scolytus rugulosus,Shothole Borer,,SNA (2017),Exotic,GNR,,,,,,
IICOL7F100,Scolytus schevyrewi,Banded Elm Bark Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDAST5P010,Scorzoneroides autumnalis,autumn hawkbit,,SNA (2019),Exotic,GNR,,,,,,
ILARA0W010,Scotophaeus blackwalli,Cosmopolitan Mouse Spider,,SNA,Exotic,GNR,,,,,,
IILEG5N020,Scrobipalpa atriplicella,,,SNA (2017),Exotic,GNR,,,,,,
PDSCR1S0A0,Scrophularia nodosa,knotty-rooted figwort,,SNA (2019),Exotic,GNR,,,,,,
ITUNIB8010,Scutigera coleoptrata,,,SNA (2020),Exotic,GNR,,,,,,
IICOLS2320,Scymnus impexus,A Lady Beetle,,SNA (2017),Exotic,GNR,,,,,,
PMPOA5K010,Secale cereale,rye,,SNA (2019),Exotic,GNR,,,,,,
PDFAB12020,Securigera varia,common crown-vetch,,SNA (2019),Exotic,GNR,,,,,,
PDCRA0A010,Sedum acre,goldmoss stonecrop,,SNA (2019),Exotic,GNR,,,,,,
PDCRA0A050,Sedum album,white stonecrop,,SNA (2019),Exotic,GNR,,,,,,
PDCRA0A1S0,Sedum forsterianum,rock stonecrop,,SNA (2019),Exotic,GNR,,,,,,
PDCRA0A180,Sedum rupestre,crooked yellow stonecrop,,SNA (2019),Exotic,GNRQ,,,,,,
PDCRA0A1P0,Sedum thartii,Hart's stonecrop,,SNA (2019),Exotic,GNR,,,,,,
IINEUSE020,Semidalis pseudouncinata,,,SNA (2016),Exotic,GNR,,,,,,
PDAST8H330,Senecio sylvaticus,wood groundsel,,SNA (2019),Exotic,GNR,,,,,,
PDAST8H380,Senecio viscosus,sticky ragwort,,SNA (2019),Exotic,GNR,,,,,,
PDAST8H390,Senecio vulgaris,common groundsel,,SNA (2019),Exotic,GNR,,,,,,
IICOLEE060,Sepedophilus littoreus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPZ190,Sericoderus lateralis,A Minute Hooded Beetle,,SNA (2017),Exotic,GNR,,,,,,
PMPOA5L060,Setaria faberi,Chinese foxtail,,SNA (2019),Exotic,GNR,,,,,,
PMPOA5L0B0,Setaria italica,foxtail millet,,SNA (2019),Exotic,GNR,,,,,,
PMPOA5L090,Setaria pumila ssp. pumila,yellow bristlegrass,,SNA (2019),Exotic,GNR (2002),,,,,,
PMPOA5L0V0,Setaria verticillata,bur bristlegrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA5L0X1,Setaria viridis var. major,green bristlegrass,,SNA,Exotic,GNRTNR,,,,,,
PMPOA5L0X4,Setaria viridis var. viridis,green bristlegrass,,SNA (2000),Exotic,GNRTNR,,,,,,
PDELG03010,Shepherdia argentea,thorny buffalo-berry,,SNA (2019),Exotic,G5 (2016),,,,,,
PDRUB1P010,Sherardia arvensis,field madder,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0F030,Silene coronaria,rose campion,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0U0G0,Silene csereii,biennial campion,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0U0J1,Silene dichotoma ssp. dichotoma,forked catchfly,,SNA (2019),Exotic,GNRTNR,,,,,,
PDCAR0U0K0,Silene dioica,red campion,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0U0N0,Silene gallica,small-flowered catchfly,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0U290,Silene latifolia,white cockle,,SNA (2019),Exotic,GNR (1994),,,,,,
PDCAR0U130,Silene noctiflora,night-flowering catchfly,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0U230,Silene vulgaris,bladder campion,,SNA (2019),Exotic,GNR (1994),,,,,,
ILARABF010,Silometopus reussi,,,SNA (2018),Exotic,GNR,,,,,,
IICOLRX040,Silvanus bidentatus,A Flat Bark Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDAST8M010,Silybum marianum,milk thistle,,SNA (2019),Exotic,GNR (1994),,,,,,
ILARA4Z010,Simitidion simile,Eurasian Bifid Cobweaver,,SNA,Exotic,GNR,,,,,,
IICOLPR220,Simplocaria metallica,Metallic Pill Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPR070,Simplocaria semistriata,A Pill Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDBRA2B010,Sinapis alba,white mustard,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2B020,Sinapis arvensis,corn mustard,,SNA (2019),Exotic,GNR,,,,,,
IIHOM9N010,Sipha elegans,,,SNA,Exotic,GNR,,,,,,
IIHOM9N020,Sipha flava,,,SNA,Exotic,GNR,,,,,,
IIHOM9N030,Sipha glyceriae,,,SNA,Exotic,GNR,,,,,,
PDBRA2C010,Sisymbrium altissimum,tall tumble-mustard,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2C050,Sisymbrium loeselii,Loesel's tumble-mustard,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2C060,Sisymbrium officinale,hedge mustard,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2C070,Sisymbrium orientale,eastern tumble-mustard,,SNA (2019),Exotic,GNR,,,,,,
IIHOM9P010,Sitobion avenae,,,SNA,Exotic,GNR,,,,,,
IIHOM9P050,Sitobion fragariae,,,SNA,Exotic,GNR,,,,,,
IICOLL1020,Sitona cylindricollis,Sweetclover Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLL1030,Sitona hispidulus,Clover Root Curculio,,SNA (2017),Exotic,GNR,,,,,,
IICOLL1040,Sitona lepidus,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLL1010,Sitona lineatus,Pea Leaf Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD4C0,Sitophilus granarius,Granary Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLQD4D0,Sitophilus oryzae,Rice Weevil,,SNA (2017),Exotic,GNR,,,,,,
IIHOMJ8010,Smynthurodes betae,,,SNA,Exotic,GNR,,,,,,
PDSOL0Z010,Solanum americanum,American black nightshade,,SNA (2019),Exotic,G5 (1988),,,,,,
PDSOL0Z0M0,Solanum dulcamara,European bittersweet,,SNA (2019),Exotic,GNR,,,,,,
PDSOL0Z410,Solanum emulans,eastern nightshade,,SNA,Exotic,G5 (2016),,,,,,
PDSOL0H010,Solanum lycopersicum,garden tomato,,SNA (2019),Exotic,GNR,,,,,,
